TimeStamp,Pos X(inch),Pos Y(inch),Pos Z(inch),Pho X(inch),Pho Y(inch),Pho Z(inch),Pho Tilt,Pho Rotate,Motion Compensation Active,Pos Alps(inch),Alps Spot Size(inch),PF1 RPM Setpoint,PF2 RPM Setpoint,PF4 RPM Setpoint,PF1 Argon: Valid Value,PF2 Argon: Valid Value,PF3 Argon: Valid Value,PF4 Argon: Valid Value,Center Purge Argon MFlow,Center Purge Argon: Valid Value,Center Purge Argon VFlow,PF1 Argon Temp(°F),PF2 Argon Temp(°F),PF3 Argon Temp(°F),PF4 Argon Temp(°F),Center Purge Argon Temp(°F),PF1 Argon Absolute Pressure,PF2 Argon Absolute Pressure,PF3 Argon Absolute Pressure,PF4 Argon Absolute Pressure,Center Purge Argon Absolute Pressure,Center Purge Pressure: Valid Value,H2O Sensor,O2 Sensor,Head Temperature (RTD 1)(°F),PF2 Powder Low,PF3 Powder Low,PF4 Powder Low,PF1 Top Pressure,PF1 Bottom Pressure,Dust Collector Diff Pressure,PF2 Top Pressure,PF2 Bottom Pressure,Powder Manifold Pressure Sensor,PF3 Top Pressure,PF3 Bottom Pressure,PF4 Top Pressure,PF4 Bottom Pressure,Optics Box Pressure Sensor,Optics Box Pressure: Valid Value,Dryrun Mode,Laser Setpoint,Laser Water Flow (L/min),Laser Water Temp (°C),DI Water Temp (°C),Process Fiber FFBD (mV),Beam Flags From Meter,Camera Temp(°F),Contour Override,Hatch Override,Cmd Mode,DeadMove Override,Block Number
35:11.5,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.76,15.8,73.9,1,1,1,0.021,0.023,2.19,0.003,0.002,2.114,0.009,0.008,0.018,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:12.5,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.91,1,-28.77,15.7,73.9,1,1,1,0.02,0.025,2.168,0.003,0.002,2.127,0.009,0.008,0.007,0.01,4.144,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:13.5,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.77,15.7,73.9,1,1,1,0.021,0.023,2.181,0.003,0.002,2.127,0.01,0.008,0.007,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:14.5,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.77,15.7,73.9,1,1,1,0.02,0.023,2.196,0.003,0.002,2.127,0.01,0.008,0.008,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:15.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.77,15.7,73.9,1,1,1,0.021,0.023,2.178,0.003,0.002,2.127,0.01,0.008,0.009,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:16.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.77,15.7,73.9,1,1,1,0.018,0.023,2.179,0.003,0.002,2.127,0.011,0.008,0.017,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:17.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.27,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.91,1,-28.77,15.7,73.9,1,1,1,0.02,0.022,2.177,0.003,0.002,2.127,0.012,0.008,0.015,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:18.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.77,15.7,73.9,1,1,1,0.02,0.023,2.174,0.003,0.002,2.127,0.011,0.008,0.008,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:19.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.08,13.03,13.03,13.04,14.92,1,-28.78,15.7,73.9,1,1,1,0.021,0.021,2.184,0.003,0.002,2.139,0.01,0.008,0.011,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:20.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.79,15.7,73.9,1,1,1,0.02,0.023,2.181,0.003,0.002,2.127,0.01,0.008,0.012,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:21.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.27,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.8,15.7,73.9,1,1,1,0.02,0.024,2.191,0.003,0.002,2.139,0.009,0.008,0.009,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:22.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.8,15.6,73.9,1,1,1,0.021,0.025,2.178,0.003,0.002,2.127,0.01,0.008,0.012,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:23.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.83,15.6,73.9,1,1,1,0.021,0.024,2.17,0.003,0.002,2.127,0.01,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:24.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.86,15.6,73.9,1,1,1,0.02,0.024,2.195,0.003,0.002,2.127,0.009,0.008,0.016,0.009,4.144,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:25.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.87,15.6,73.9,1,1,1,0.021,0.022,2.185,0.003,0.002,2.139,0.01,0.008,0.017,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:26.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.89,15.6,73.9,1,1,1,0.021,0.024,2.194,0.003,0.002,2.127,0.01,0.008,0.009,0.009,4.144,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:27.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.9,15.5,73.9,1,1,1,0.021,0.024,2.199,0.003,0.002,2.139,0.011,0.008,0.011,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:28.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.92,15.5,73.9,1,1,1,0.021,0.024,2.167,0.003,0.002,2.139,0.009,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:29.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.93,15.5,73.9,1,1,1,0.02,0.024,2.181,0.003,0.002,2.127,0.012,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:30.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.94,15.5,73.9,1,1,1,0.021,0.021,2.172,0.003,0.002,2.127,0.01,0.008,0.012,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:31.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.95,15.5,73.9,1,1,1,0.02,0.022,2.153,0.003,0.002,2.127,0.01,0.008,0.009,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:32.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.95,15.4,73.9,1,1,1,0.018,0.023,2.184,0.003,0.002,2.127,0.011,0.008,0.009,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:33.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.27,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.95,15.5,73.9,1,1,1,0.02,0.023,2.18,0.003,0.002,2.127,0.01,0.008,0.008,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:34.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.96,15.5,73.9,1,1,1,0.02,0.022,2.198,0.003,0.002,2.127,0.011,0.008,0.008,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:35.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.96,15.4,73.9,1,1,1,0.02,0.023,2.168,0.003,0.002,2.127,0.012,0.008,0.009,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:36.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.97,15.4,73.9,1,1,1,0.02,0.022,2.176,0.003,0.002,2.127,0.011,0.008,0.009,0.01,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:37.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.27,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.97,15.4,73.9,1,1,1,0.018,0.022,2.179,0.003,0.002,2.127,0.012,0.008,0.008,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:38.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.91,1,-28.98,15.4,73.9,1,1,1,0.018,0.022,2.191,0.003,0.002,2.114,0.011,0.008,0.018,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:39.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.27,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.4,73.9,1,1,1,0.02,0.023,2.198,0.003,0.002,2.127,0.01,0.008,0.013,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:40.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.4,73.9,1,1,1,0.02,0.02,2.177,0.003,0.002,2.139,0.012,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:41.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.3,73.9,1,1,1,0.02,0.02,2.192,0.003,0.002,2.127,0.01,0.008,0.011,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:42.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.3,73.9,1,1,1,0.02,0.024,2.188,0.003,0.002,2.127,0.011,0.008,0.007,0.01,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:43.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.3,73.9,1,1,1,0.018,0.023,2.173,0.003,0.002,2.127,0.01,0.008,0.012,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:44.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.2,73.9,1,1,1,0.021,0.022,2.177,0.003,0.002,2.127,0.011,0.008,0.015,0.01,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:45.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.2,73.9,1,1,1,0.018,0.021,2.182,0.003,0.002,2.127,0.011,0.008,0.013,0.01,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:46.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.2,73.9,1,1,1,0.02,0.024,2.176,0.003,0.002,2.139,0.011,0.008,0.007,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:47.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.91,1,-28.98,15.2,73.9,1,1,1,0.02,0.024,2.178,0.003,0.002,2.139,0.01,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:48.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.2,73.9,1,1,1,0.02,0.023,2.169,0.003,0.002,2.139,0.009,0.008,0.01,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:50.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.27,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.2,73.9,1,1,1,0.02,0.024,2.189,0.003,0.002,2.127,0.01,0.008,0.018,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:51.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.2,73.9,1,1,1,0.02,0.022,2.154,0.003,0.002,2.127,0.011,0.008,0.008,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:52.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.2,73.9,1,1,1,0.018,0.024,2.184,0.003,0.002,2.127,0.009,0.008,0.009,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:53.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.91,1,-28.98,15.1,73.9,1,1,1,0.021,0.023,2.181,0.003,0.003,2.127,0.011,0.008,0.009,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:54.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.1,73.9,1,1,1,0.02,0.022,2.17,0.003,0.002,2.127,0.01,0.008,0.013,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:55.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.1,73.9,1,1,1,0.021,0.023,2.188,0.003,0.002,2.127,0.01,0.008,0.013,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:56.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.1,73.9,1,1,1,0.021,0.022,2.183,0.003,0.003,2.127,0.01,0.008,0.009,0.009,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:57.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.1,73.9,1,1,1,0.021,0.021,2.197,0.003,0.002,2.139,0.01,0.008,0.015,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:58.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.1,73.9,1,1,1,0.02,0.023,2.207,0.003,0.002,2.139,0.01,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
35:59.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.1,73.9,1,1,1,0.023,0.022,2.208,0.003,0.002,2.139,0.011,0.008,0.007,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:00.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.1,73.9,1,1,1,0.022,0.021,2.182,0.003,0.003,2.139,0.009,0.008,0.007,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:01.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15.1,73.9,1,1,1,0.018,0.023,2.167,0.003,0.002,2.127,0.009,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:02.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15,73.9,1,1,1,0.021,0.025,2.196,0.003,0.002,2.139,0.011,0.008,0.01,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:03.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.25,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15,73.9,1,1,1,0.02,0.022,2.167,0.003,0.002,2.127,0.009,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:04.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15,73.9,1,1,1,0.022,0.025,2.177,0.003,0.002,2.139,0.01,0.008,0.009,0.01,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:05.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15,73.9,1,1,1,0.021,0.023,2.152,0.003,0.002,2.127,0.011,0.008,0.015,0.009,4.131,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:06.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.25,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15,73.9,1,1,1,0.022,0.024,2.186,0.003,0.003,2.127,0.012,0.008,0.007,0.01,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:07.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15,73.9,1,1,1,0.021,0.025,2.146,0.003,0.003,2.114,0.011,0.008,0.015,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:08.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.25,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15,73.9,1,1,1,0.021,0.023,2.196,0.003,0.003,2.127,0.01,0.008,0.014,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
36:09.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.26,79.29,79.66,79.5,79.02,75.06,13.09,13.03,13.03,13.04,14.92,1,-28.98,15,73.9,1,1,1,0.021,0.025,2.186,0.003,0.002,2.127,0.011,0.008,0.015,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
