TimeStamp,Pos X(inch),Pos Y(inch),Pos Z(inch),Pho X(inch),Pho Y(inch),Pho Z(inch),Pho Tilt,Pho Rotate,Motion Compensation Active,Pos Alps(inch),Alps Spot Size(inch),PF1 RPM Setpoint,PF2 RPM Setpoint,PF4 RPM Setpoint,PF1 Argon: Valid Value,PF2 Argon: Valid Value,PF3 Argon: Valid Value,PF4 Argon: Valid Value,Center Purge Argon MFlow,Center Purge Argon: Valid Value,Center Purge Argon VFlow,PF1 Argon Temp(°F),PF2 Argon Temp(°F),PF3 Argon Temp(°F),PF4 Argon Temp(°F),Center Purge Argon Temp(°F),PF1 Argon Absolute Pressure,PF2 Argon Absolute Pressure,PF3 Argon Absolute Pressure,PF4 Argon Absolute Pressure,Center Purge Argon Absolute Pressure,Center Purge Pressure: Valid Value,H2O Sensor,O2 Sensor,Head Temperature (RTD 1)(°F),PF2 Powder Low,PF3 Powder Low,PF4 Powder Low,PF1 Top Pressure,PF1 Bottom Pressure,Dust Collector Diff Pressure,PF2 Top Pressure,PF2 Bottom Pressure,Powder Manifold Pressure Sensor,PF3 Top Pressure,PF3 Bottom Pressure,PF4 Top Pressure,PF4 Bottom Pressure,Optics Box Pressure Sensor,Optics Box Pressure: Valid Value,Dryrun Mode,Laser Setpoint,Laser Water Flow (L/min),Laser Water Temp (°C),DI Water Temp (°C),Process Fiber FFBD (mV),Beam Flags From Meter,Camera Temp(°F),Contour Override,Hatch Override,Cmd Mode,DeadMove Override,Block Number
12:22.5,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,348.9,73.7,1,1,1,1.492,1.484,0.025,0.003,0.002,6.849,0.011,0.01,0.009,0.012,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:23.5,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.24,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,345.3,73.7,1,1,1,1.488,1.479,0.035,0.003,0.002,6.824,0.011,0.01,0.02,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:24.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.04,13.04,14.92,1,13.49,348.6,73.7,1,1,1,1.491,1.485,0.016,0.003,0.002,6.837,0.011,0.01,0.015,0.013,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:25.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,372.6,73.7,1,1,1,1.491,1.505,0.034,0.003,0.002,6.837,0.011,0.01,0.011,0.013,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:26.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,389.7,73.7,1,1,1,1.49,1.496,0.035,0.003,0.003,6.824,0.011,0.01,0.009,0.012,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:27.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,402.9,73.7,1,1,1,1.493,1.495,0.035,0.003,0.003,6.824,0.011,0.01,0.017,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:28.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.03,13.03,13.04,14.92,1,13.49,419.8,73.7,1,1,1,1.493,1.503,0.025,0.003,0.003,6.824,0.011,0.01,0.02,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:29.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,415.4,73.7,1,1,1,1.491,1.487,0.015,0.003,0.002,6.812,0.011,0.01,0.01,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:30.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,410.7,73.6,1,1,1,1.487,1.488,0.025,0.003,0.002,6.824,0.011,0.01,0.009,0.012,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:31.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,408.1,73.7,1,1,1,1.488,1.478,0.034,0.003,0.002,6.837,0.011,0.01,0.009,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:32.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,456.6,73.7,1,1,1,1.49,1.484,0.025,0.003,0.002,6.824,0.011,0.01,0.01,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:33.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.03,13.03,13.04,14.92,1,13.49,495.1,73.7,1,1,1,1.49,1.479,0.025,0.003,0.002,6.837,0.011,0.01,0.009,0.012,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:34.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.03,13.03,13.04,14.92,1,13.49,476.1,73.7,1,1,1,1.49,1.485,0.021,0.003,0.002,6.837,0.011,0.01,0.009,0.012,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:35.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.03,13.04,14.92,1,13.49,449.5,73.7,1,1,1,1.49,1.48,0.024,0.003,0.002,6.824,0.011,0.01,0.021,0.011,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:36.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.79,15.13,13.04,13.04,13.04,14.92,1,13.49,401.4,73.6,1,1,1,1.489,1.478,0.034,0.003,0.002,6.824,0.011,0.01,0.017,0.012,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:37.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.04,13.04,14.92,1,13.49,367.9,73.7,1,1,1,1.491,1.485,0.025,0.003,0.002,6.824,0.011,0.01,0.012,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:38.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.24,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.03,13.04,14.92,1,13.49,380.5,73.7,1,1,1,1.491,1.485,0.025,0.003,0.002,6.837,0.011,0.01,0.012,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:39.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.04,13.04,14.92,1,13.49,391.7,73.6,1,1,1,1.49,1.483,0.018,0.003,0.002,6.837,0.011,0.01,0.013,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:40.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.77,15.13,13.03,13.03,13.04,14.92,1,13.49,383.6,73.7,1,1,1,1.489,1.5,0.028,0.003,0.003,6.824,0.011,0.01,0.009,0.012,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:41.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.03,13.04,14.92,1,13.49,369.9,73.6,1,1,1,1.492,1.507,0.017,0.003,0.002,6.837,0.011,0.01,0.011,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:42.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.24,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.03,13.04,14.92,1,13.49,360.9,73.7,1,1,1,1.491,1.493,0.035,0.003,0.002,6.812,0.011,0.01,0.01,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:43.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.24,80.58,80.46,80.06,79.41,74.77,15.13,13.03,13.03,13.04,14.92,1,13.49,365.3,73.7,1,1,1,1.491,1.5,0.028,0.003,0.002,6.837,0.011,0.01,0.01,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:44.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.77,15.13,13.03,13.03,13.04,14.92,1,13.49,400.2,73.7,1,1,1,1.491,1.498,0.025,0.003,0.002,6.837,0.011,0.01,0.013,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:45.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.03,13.04,14.92,1,13.49,455.9,73.7,1,1,1,1.489,1.484,0.025,0.003,0.002,6.824,0.011,0.01,0.02,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:46.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.24,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.03,13.04,14.92,1,13.49,428.2,73.6,1,1,1,1.488,1.5,0.019,0.003,0.002,6.837,0.011,0.01,0.011,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:47.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.24,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.03,13.04,14.92,1,13.49,414.5,73.6,1,1,1,1.49,1.487,0.015,0.003,0.002,6.849,0.011,0.01,0.012,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:48.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.03,13.04,14.92,1,13.49,404.2,73.6,1,1,1,1.49,1.502,0.015,0.003,0.002,6.837,0.011,0.01,0.01,0.012,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:49.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.77,15.13,13.04,13.03,13.04,14.92,1,13.49,401.2,73.6,1,1,1,1.49,1.488,0.032,0.003,0.002,6.812,0.011,0.01,0.011,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:50.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.5,410.1,73.7,1,1,1,1.491,1.484,0.024,0.003,0.002,6.824,0.011,0.01,0.013,0.011,4.206,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:51.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.5,447.3,73.6,1,1,1,1.491,1.483,0.034,0.003,0.002,6.837,0.011,0.01,0.011,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:52.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.5,479.4,73.7,1,1,1,1.489,1.494,0.024,0.003,0.003,6.824,0.011,0.01,0.018,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:53.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.24,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.5,478.6,73.7,1,1,1,1.49,1.484,0.028,0.003,0.002,6.812,0.011,0.01,0.009,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:54.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.04,13.04,14.92,1,13.5,455,73.6,1,1,1,1.49,1.506,0.029,0.003,0.002,6.837,0.011,0.01,0.021,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:55.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.05,14.92,1,13.5,429.6,73.6,1,1,1,1.489,1.502,0.027,0.003,0.002,6.837,0.011,0.01,0.016,0.012,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:56.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.04,13.04,14.92,1,13.5,416.4,73.6,1,1,1,1.488,1.494,0.015,0.003,0.002,6.824,0.011,0.01,0.009,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:57.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.51,427.8,73.7,1,1,1,1.489,1.494,0.015,0.003,0.002,6.812,0.011,0.01,0.009,0.012,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
12:58.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.04,13.04,14.92,1,13.51,428.7,73.6,1,1,1,1.488,1.492,0.024,0.003,0.002,6.824,0.011,0.01,0.01,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:00.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.52,449.6,73.6,1,1,1,1.489,1.496,0.035,0.003,0.002,6.824,0.011,0.01,0.009,0.011,4.206,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:01.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.52,519.2,73.7,1,1,1,1.49,1.482,0.035,0.003,0.002,6.837,0.011,0.01,0.011,0.012,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:02.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.04,13.04,14.92,1,13.53,516,73.7,1,1,1,1.492,1.492,0.026,0.003,0.002,6.849,0.011,0.01,0.011,0.011,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:03.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.04,13.04,14.92,1,13.54,517.3,73.7,1,1,1,1.484,1.485,0.019,0.003,0.002,6.824,0.011,0.01,0.011,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:04.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.04,13.04,14.92,1,13.54,568,73.7,1,1,1,1.488,1.495,0.029,0.003,0.002,6.812,0.011,0.01,0.01,0.012,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:05.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.04,13.04,14.92,1,13.55,582.6,73.6,1,1,1,1.488,1.503,0.034,0.003,0.002,6.824,0.011,0.01,0.01,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:06.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.03,13.03,13.04,14.92,1,13.55,522.3,73.7,1,1,1,1.49,1.493,0.026,0.003,0.002,6.824,0.011,0.01,0.01,0.012,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
13:07.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.55,485.2,73.6,1,1,1,1.489,1.481,0.032,0.003,0.002,6.812,0.011,0.01,0.02,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
13:08.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.56,479.9,73.7,1,1,1,1.489,1.489,0.015,0.003,0.002,6.824,0.011,0.01,0.014,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
13:09.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.04,13.04,14.92,1,13.56,511.7,73.6,1,1,1,1.489,1.478,0.03,0.003,0.002,6.812,0.011,0.01,0.01,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:10.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.04,13.04,14.92,1,13.56,510.8,73.7,1,1,1,1.488,1.491,0.024,0.003,0.002,6.824,0.011,0.01,0.009,0.012,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:11.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.04,13.03,13.04,14.92,1,13.57,614.1,73.6,1,1,1,1.491,1.484,0.035,0.003,0.002,6.837,0.011,0.01,0.013,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:12.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.75,15.13,13.03,13.03,13.04,14.92,1,13.57,601.4,73.6,1,1,1,1.489,1.496,0.016,0.003,0.002,6.824,0.011,0.01,0.011,0.012,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:13.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.58,80.46,80.06,79.41,74.73,15.13,13.04,13.03,13.04,14.92,1,13.57,557.1,73.6,1,1,1,1.491,1.491,0.017,0.003,0.002,6.837,0.011,0.01,0.009,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:14.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.56,80.46,80.06,79.41,74.73,15.13,13.04,13.03,13.04,14.92,1,13.57,544.2,73.6,1,1,1,1.492,1.479,0.026,0.003,0.002,6.837,0.011,0.01,0.009,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:15.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.56,80.46,80.06,79.41,74.73,15.13,13.04,13.04,13.04,14.92,1,13.57,532,73.6,1,1,1,1.49,1.495,0.028,0.003,0.002,6.837,0.011,0.01,0.009,0.011,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:16.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.56,80.46,80.06,79.41,74.73,15.13,13.04,13.03,13.04,14.92,1,13.57,550,73.6,1,1,1,1.49,1.497,0.035,0.003,0.002,6.824,0.011,0.01,0.018,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:17.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.56,80.46,80.06,79.41,74.73,15.13,13.04,13.03,13.04,14.92,1,13.57,551.5,73.6,1,1,1,1.489,1.503,0.025,0.003,0.002,6.824,0.011,0.01,0.02,0.012,4.206,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:18.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.56,80.46,80.06,79.41,74.73,15.13,13.04,13.04,13.04,14.92,1,13.57,534.1,73.6,1,1,1,1.487,1.494,0.023,0.003,0.002,6.824,0.011,0.01,0.009,0.012,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:19.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.56,80.46,80.06,79.41,74.73,15.13,13.04,13.03,13.04,14.92,1,13.57,518,73.6,1,1,1,1.49,1.485,0.025,0.003,0.002,6.824,0.011,0.01,0.009,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.2,100,100,1,100,1
13:20.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.23,80.56,80.46,80.06,79.41,74.73,15.13,13.04,13.04,13.04,14.92,1,13.57,507.7,73.6,1,1,1,1.489,1.479,0.018,0.003,0.003,6.837,0.011,0.01,0.013,0.012,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.4,100,100,1,100,1
