line_number,raw_line,layer,laser_on,feedrate,tool,X,Y,Z,B,C,dx,dy,dz,step_distance,deposition_move,laser_power_watts,estimated_linear_energy
52510,X8.9741,13.0,True,600.0,,8.9741,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52511,X7.977,13.0,True,600.0,,7.977,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52512,X6.9799,13.0,True,600.0,,6.9799,23.1592,4.5068,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52513,X5.9827,13.0,True,600.0,,5.9827,23.1592,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52514,X4.9856,13.0,True,600.0,,4.9856,23.1592,4.5068,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52515,X3.9885,13.0,True,600.0,,3.9885,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52516,X2.9914,13.0,True,600.0,,2.9914,23.1592,4.5068,0.0,0.0,-0.9971000000000001,0.0,0.0,0.9971000000000001,True,500.0,0.8333333333333334
52517,X1.9942,13.0,True,600.0,,1.9942,23.1592,4.5068,0.0,0.0,-0.9972000000000001,0.0,0.0,0.9972000000000001,True,500.0,0.8333333333333334
52518,X0.9971,13.0,True,600.0,,0.9971,23.1592,4.5068,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52519,X0.,13.0,True,600.0,,0.0,23.1592,4.5068,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52520,X-0.9971,13.0,True,600.0,,-0.9971,23.1592,4.5068,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52521,X-1.9942,13.0,True,600.0,,-1.9942,23.1592,4.5068,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52522,X-2.9914,13.0,True,600.0,,-2.9914,23.1592,4.5068,0.0,0.0,-0.9972000000000001,0.0,0.0,0.9972000000000001,True,500.0,0.8333333333333334
52523,X-3.9885,13.0,True,600.0,,-3.9885,23.1592,4.5068,0.0,0.0,-0.9971000000000001,0.0,0.0,0.9971000000000001,True,500.0,0.8333333333333334
52524,X-4.9856,13.0,True,600.0,,-4.9856,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52525,X-5.9827,13.0,True,600.0,,-5.9827,23.1592,4.5068,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52526,X-6.9799,13.0,True,600.0,,-6.9799,23.1592,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52527,X-7.977,13.0,True,600.0,,-7.977,23.1592,4.5068,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52528,X-8.9741,13.0,True,600.0,,-8.9741,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52529,X-9.9712,13.0,True,600.0,,-9.9712,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52530,X-10.9684,13.0,True,600.0,,-10.9684,23.1592,4.5068,0.0,0.0,-0.9972000000000012,0.0,0.0,0.9972000000000012,True,500.0,0.8333333333333334
52531,X-11.9655,13.0,True,600.0,,-11.9655,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52532,X-12.9626,13.0,True,600.0,,-12.9626,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52533,X-13.9597,13.0,True,600.0,,-13.9597,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52534,X-14.9569,13.0,True,600.0,,-14.9569,23.1592,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52535,X-15.954,13.0,True,600.0,,-15.954,23.1592,4.5068,0.0,0.0,-0.9971000000000014,0.0,0.0,0.9971000000000014,True,500.0,0.8333333333333334
52536,X-16.9511,13.0,True,600.0,,-16.9511,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52537,X-17.9482,13.0,True,600.0,,-17.9482,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52538,X-18.9454,13.0,True,600.0,,-18.9454,23.1592,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52539,X-19.9425,13.0,True,600.0,,-19.9425,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52540,X-20.9396,13.0,True,600.0,,-20.9396,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52541,X-21.9367,13.0,True,600.0,,-21.9367,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52542,X-22.9339,13.0,True,600.0,,-22.9339,23.1592,4.5068,0.0,0.0,-0.997200000000003,0.0,0.0,0.997200000000003,True,500.0,0.8333333333333334
52543,X-23.931,13.0,True,600.0,,-23.931,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52544,X-24.9281,13.0,True,600.0,,-24.9281,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52545,X-25.9252,13.0,True,600.0,,-25.9252,23.1592,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52546,Y22.4679,13.0,True,600.0,,-25.9252,22.4679,4.5068,0.0,0.0,0.0,-0.6912999999999982,0.0,0.6912999999999982,True,500.0,0.8333333333333334
52547,X-24.9281,13.0,True,600.0,,-24.9281,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52548,X-23.931,13.0,True,600.0,,-23.931,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52549,X-22.9339,13.0,True,600.0,,-22.9339,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52550,X-21.9367,13.0,True,600.0,,-21.9367,22.4679,4.5068,0.0,0.0,0.997200000000003,0.0,0.0,0.997200000000003,True,500.0,0.8333333333333334
52551,X-20.9396,13.0,True,600.0,,-20.9396,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52552,X-19.9425,13.0,True,600.0,,-19.9425,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52553,X-18.9454,13.0,True,600.0,,-18.9454,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52554,X-17.9482,13.0,True,600.0,,-17.9482,22.4679,4.5068,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52555,X-16.9511,13.0,True,600.0,,-16.9511,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52556,X-15.954,13.0,True,600.0,,-15.954,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52557,X-14.9569,13.0,True,600.0,,-14.9569,22.4679,4.5068,0.0,0.0,0.9971000000000014,0.0,0.0,0.9971000000000014,True,500.0,0.8333333333333334
52558,X-13.9597,13.0,True,600.0,,-13.9597,22.4679,4.5068,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52559,X-12.9626,13.0,True,600.0,,-12.9626,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52560,X-11.9655,13.0,True,600.0,,-11.9655,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52561,X-10.9684,13.0,True,600.0,,-10.9684,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52562,X-9.9712,13.0,True,600.0,,-9.9712,22.4679,4.5068,0.0,0.0,0.9972000000000012,0.0,0.0,0.9972000000000012,True,500.0,0.8333333333333334
52563,X-8.9741,13.0,True,600.0,,-8.9741,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52564,X-7.977,13.0,True,600.0,,-7.977,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52565,X-6.9799,13.0,True,600.0,,-6.9799,22.4679,4.5068,0.0,0.0,0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52566,X-5.9827,13.0,True,600.0,,-5.9827,22.4679,4.5068,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52567,X-4.9856,13.0,True,600.0,,-4.9856,22.4679,4.5068,0.0,0.0,0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52568,X-3.9885,13.0,True,600.0,,-3.9885,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52569,X-2.9914,13.0,True,600.0,,-2.9914,22.4679,4.5068,0.0,0.0,0.9971000000000001,0.0,0.0,0.9971000000000001,True,500.0,0.8333333333333334
52570,X-1.9942,13.0,True,600.0,,-1.9942,22.4679,4.5068,0.0,0.0,0.9972000000000001,0.0,0.0,0.9972000000000001,True,500.0,0.8333333333333334
52571,X-0.9971,13.0,True,600.0,,-0.9971,22.4679,4.5068,0.0,0.0,0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52572,X0.,13.0,True,600.0,,0.0,22.4679,4.5068,0.0,0.0,0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52573,X0.9971,13.0,True,600.0,,0.9971,22.4679,4.5068,0.0,0.0,0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52574,X1.9942,13.0,True,600.0,,1.9942,22.4679,4.5068,0.0,0.0,0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52575,X2.9914,13.0,True,600.0,,2.9914,22.4679,4.5068,0.0,0.0,0.9972000000000001,0.0,0.0,0.9972000000000001,True,500.0,0.8333333333333334
52576,X3.9885,13.0,True,600.0,,3.9885,22.4679,4.5068,0.0,0.0,0.9971000000000001,0.0,0.0,0.9971000000000001,True,500.0,0.8333333333333334
52577,X4.9856,13.0,True,600.0,,4.9856,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52578,X5.9827,13.0,True,600.0,,5.9827,22.4679,4.5068,0.0,0.0,0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52579,X6.9799,13.0,True,600.0,,6.9799,22.4679,4.5068,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52580,X7.977,13.0,True,600.0,,7.977,22.4679,4.5068,0.0,0.0,0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52581,X8.9741,13.0,True,600.0,,8.9741,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52582,X9.9712,13.0,True,600.0,,9.9712,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52583,X10.9684,13.0,True,600.0,,10.9684,22.4679,4.5068,0.0,0.0,0.9972000000000012,0.0,0.0,0.9972000000000012,True,500.0,0.8333333333333334
52584,X11.9655,13.0,True,600.0,,11.9655,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52585,X12.9626,13.0,True,600.0,,12.9626,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52586,X13.9597,13.0,True,600.0,,13.9597,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52587,X14.9569,13.0,True,600.0,,14.9569,22.4679,4.5068,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52588,X15.954,13.0,True,600.0,,15.954,22.4679,4.5068,0.0,0.0,0.9971000000000014,0.0,0.0,0.9971000000000014,True,500.0,0.8333333333333334
52589,X16.9511,13.0,True,600.0,,16.9511,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52590,X17.9482,13.0,True,600.0,,17.9482,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52591,X18.9454,13.0,True,600.0,,18.9454,22.4679,4.5068,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52592,X19.9425,13.0,True,600.0,,19.9425,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52593,X20.9396,13.0,True,600.0,,20.9396,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52594,X21.9367,13.0,True,600.0,,21.9367,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52595,X22.9339,13.0,True,600.0,,22.9339,22.4679,4.5068,0.0,0.0,0.997200000000003,0.0,0.0,0.997200000000003,True,500.0,0.8333333333333334
52596,X23.931,13.0,True,600.0,,23.931,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52597,X24.9281,13.0,True,600.0,,24.9281,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52598,X25.9252,13.0,True,600.0,,25.9252,22.4679,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52599,Y21.7766,13.0,True,600.0,,25.9252,21.7766,4.5068,0.0,0.0,0.0,-0.6913000000000018,0.0,0.6913000000000018,True,500.0,0.8333333333333334
52600,X24.9281,13.0,True,600.0,,24.9281,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52601,X23.931,13.0,True,600.0,,23.931,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52602,X22.9339,13.0,True,600.0,,22.9339,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52603,X21.9367,13.0,True,600.0,,21.9367,21.7766,4.5068,0.0,0.0,-0.997200000000003,0.0,0.0,0.997200000000003,True,500.0,0.8333333333333334
52604,X20.9396,13.0,True,600.0,,20.9396,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52605,X19.9425,13.0,True,600.0,,19.9425,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52606,X18.9454,13.0,True,600.0,,18.9454,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52607,X17.9482,13.0,True,600.0,,17.9482,21.7766,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52608,X16.9511,13.0,True,600.0,,16.9511,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52609,X15.954,13.0,True,600.0,,15.954,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52610,X14.9569,13.0,True,600.0,,14.9569,21.7766,4.5068,0.0,0.0,-0.9971000000000014,0.0,0.0,0.9971000000000014,True,500.0,0.8333333333333334
52611,X13.9597,13.0,True,600.0,,13.9597,21.7766,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52612,X12.9626,13.0,True,600.0,,12.9626,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52613,X11.9655,13.0,True,600.0,,11.9655,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52614,X10.9684,13.0,True,600.0,,10.9684,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52615,X9.9712,13.0,True,600.0,,9.9712,21.7766,4.5068,0.0,0.0,-0.9972000000000012,0.0,0.0,0.9972000000000012,True,500.0,0.8333333333333334
52616,X8.9741,13.0,True,600.0,,8.9741,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52617,X7.977,13.0,True,600.0,,7.977,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52618,X6.9799,13.0,True,600.0,,6.9799,21.7766,4.5068,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52619,X5.9827,13.0,True,600.0,,5.9827,21.7766,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52620,X4.9856,13.0,True,600.0,,4.9856,21.7766,4.5068,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52621,X3.9885,13.0,True,600.0,,3.9885,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52622,X2.9914,13.0,True,600.0,,2.9914,21.7766,4.5068,0.0,0.0,-0.9971000000000001,0.0,0.0,0.9971000000000001,True,500.0,0.8333333333333334
52623,X1.9942,13.0,True,600.0,,1.9942,21.7766,4.5068,0.0,0.0,-0.9972000000000001,0.0,0.0,0.9972000000000001,True,500.0,0.8333333333333334
52624,X0.9971,13.0,True,600.0,,0.9971,21.7766,4.5068,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52625,X0.,13.0,True,600.0,,0.0,21.7766,4.5068,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52626,X-0.9971,13.0,True,600.0,,-0.9971,21.7766,4.5068,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52627,X-1.9942,13.0,True,600.0,,-1.9942,21.7766,4.5068,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
52628,X-2.9914,13.0,True,600.0,,-2.9914,21.7766,4.5068,0.0,0.0,-0.9972000000000001,0.0,0.0,0.9972000000000001,True,500.0,0.8333333333333334
52629,X-3.9885,13.0,True,600.0,,-3.9885,21.7766,4.5068,0.0,0.0,-0.9971000000000001,0.0,0.0,0.9971000000000001,True,500.0,0.8333333333333334
52630,X-4.9856,13.0,True,600.0,,-4.9856,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52631,X-5.9827,13.0,True,600.0,,-5.9827,21.7766,4.5068,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52632,X-6.9799,13.0,True,600.0,,-6.9799,21.7766,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52633,X-7.977,13.0,True,600.0,,-7.977,21.7766,4.5068,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52634,X-8.9741,13.0,True,600.0,,-8.9741,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52635,X-9.9712,13.0,True,600.0,,-9.9712,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52636,X-10.9684,13.0,True,600.0,,-10.9684,21.7766,4.5068,0.0,0.0,-0.9972000000000012,0.0,0.0,0.9972000000000012,True,500.0,0.8333333333333334
52637,X-11.9655,13.0,True,600.0,,-11.9655,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52638,X-12.9626,13.0,True,600.0,,-12.9626,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52639,X-13.9597,13.0,True,600.0,,-13.9597,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52640,X-14.9569,13.0,True,600.0,,-14.9569,21.7766,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52641,X-15.954,13.0,True,600.0,,-15.954,21.7766,4.5068,0.0,0.0,-0.9971000000000014,0.0,0.0,0.9971000000000014,True,500.0,0.8333333333333334
52642,X-16.9511,13.0,True,600.0,,-16.9511,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52643,X-17.9482,13.0,True,600.0,,-17.9482,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52644,X-18.9454,13.0,True,600.0,,-18.9454,21.7766,4.5068,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52645,X-19.9425,13.0,True,600.0,,-19.9425,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52646,X-20.9396,13.0,True,600.0,,-20.9396,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52647,X-21.9367,13.0,True,600.0,,-21.9367,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52648,X-22.9339,13.0,True,600.0,,-22.9339,21.7766,4.5068,0.0,0.0,-0.997200000000003,0.0,0.0,0.997200000000003,True,500.0,0.8333333333333334
52649,X-23.931,13.0,True,600.0,,-23.931,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52650,X-24.9281,13.0,True,600.0,,-24.9281,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52651,X-25.9252,13.0,True,600.0,,-25.9252,21.7766,4.5068,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52652,Y21.0853,13.0,True,600.0,,-25.9252,21.0853,4.5068,0.0,0.0,0.0,-0.6912999999999982,0.0,0.6912999999999982,True,500.0,0.8333333333333334
52653,X-24.9281,13.0,True,600.0,,-24.9281,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52654,X-23.931,13.0,True,600.0,,-23.931,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52655,X-22.9339,13.0,True,600.0,,-22.9339,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52656,X-21.9367,13.0,True,600.0,,-21.9367,21.0853,4.5068,0.0,0.0,0.997200000000003,0.0,0.0,0.997200000000003,True,500.0,0.8333333333333334
52657,X-20.9396,13.0,True,600.0,,-20.9396,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52658,X-19.9425,13.0,True,600.0,,-19.9425,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52659,X-18.9454,13.0,True,600.0,,-18.9454,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52660,X-17.9482,13.0,True,600.0,,-17.9482,21.0853,4.5068,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52661,X-16.9511,13.0,True,600.0,,-16.9511,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52662,X-15.954,13.0,True,600.0,,-15.954,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52663,X-14.9569,13.0,True,600.0,,-14.9569,21.0853,4.5068,0.0,0.0,0.9971000000000014,0.0,0.0,0.9971000000000014,True,500.0,0.8333333333333334
52664,X-13.9597,13.0,True,600.0,,-13.9597,21.0853,4.5068,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52665,X-12.9626,13.0,True,600.0,,-12.9626,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52666,X-11.9655,13.0,True,600.0,,-11.9655,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52667,X-10.9684,13.0,True,600.0,,-10.9684,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52668,X-9.9712,13.0,True,600.0,,-9.9712,21.0853,4.5068,0.0,0.0,0.9972000000000012,0.0,0.0,0.9972000000000012,True,500.0,0.8333333333333334
52669,X-8.9741,13.0,True,600.0,,-8.9741,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52670,X-7.977,13.0,True,600.0,,-7.977,21.0853,4.5068,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
52671,X-6.9799,13.0,True,600.0,,-6.9799,21.0853,4.5068,0.0,0.0,0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
52672,X-5.9827,13.0,True,600.0,,-5.9827,21.0853,4.5068,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
52673,X-4.9856,13.0,True,600.0,,-4.9856,21.0853,4.5068,0.0,0.0,0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
